,Sentence,sentiment,Sentiment Score,Subjectivity
289,"I know they are supposed to be amusing, and you should be tolerant, but I wanted to swing on one, any one, anything to shatter that superior, simpering composure.",0.7964,0.6499999999999999,0.95
290,"Instead, I walked down the street and had a beer at the bar at the next Bal.",0.0,-0.07777777777777779,0.14444444444444446
291,The beer was not good and I had a worse cognac to take the taste out of my mouth.,-0.6711,-0.375,0.6000000000000001
292,"When I came back to the Bal there was a crowd on the floor and Georgette was dancing with the tall blond youth, who danced big-hippily, carrying his head on one side, his eyes lifted as he danced.",0.0,0.0,0.0
293,As soon as the music stopped another one of them asked her to dance.,-0.2263,0.0,0.0
294,She had been taken up by them.,0.0,0.0,0.0
295,I knew then that they would all dance with her.,0.0,0.0,0.0
296,They are like that.,0.3612,0.0,0.0
297,I sat down at a table.,0.0,-0.15555555555555559,0.2888888888888889
298,Cohn was sitting there.,0.0,0.0,0.0
299,Frances was dancing.,0.0,0.0,0.0
300,Mrs. Braddocks brought up somebody and introduced him as Robert Prentiss.,0.0,0.0,0.0
301,"He was from New York by way of Chicago, and was a rising new novelist.",0.0,0.13636363636363635,0.45454545454545453
302,He had some sort of an English accent.,0.0,0.0,0.0
303,I asked him to have a drink.,0.0,0.0,0.0
304,"“Thanks so much,” he said, “I’ve just had one.” “Have another.” “Thanks, I will then.” We got the daughter of the house over and each had a _fine à l’eau_.",0.0,0.2541666666666667,0.275
305,"“You’re from Kansas City, they tell me,” he said.",0.0,0.0,0.0
306,“Yes.” “Do you find Paris amusing?” “Yes.” “Really?” I was a little drunk.,-0.3542,0.02812500000000001,0.675
307,Not drunk in any positive sense but just enough to be careless.,-0.1109,-0.005681818181818177,0.7363636363636363
308,"“For God’s sake,” I said, “yes.",0.0,0.0,0.0
309,"Don’t you?” “Oh, how charmingly you get angry,” he said.",0.4939,0.09999999999999998,1.0
310,“I wish I had that faculty.” I got up and walked over toward the dancing-floor.,0.4019,0.0,0.0
311,Mrs. Braddocks followed me.,0.0,0.0,0.0
312,"“Don’t be cross with Robert,” she said.",0.0,0.0,0.0
313,"“He’s still only a child, you know.” “I wasn’t cross,” I said.",0.0,0.0,0.5
314,"“I just thought perhaps I was going to throw up.” “Your fiancée is having a great success,” Mrs. Braddocks looked out on the floor where Georgette was dancing in the arms of the tall, dark one, called Lett.",0.6249,0.3166666666666667,0.3833333333333333
315,“Isn’t she?” I said.,0.0,0.0,0.0
316,"“Rather,” said Mrs. Braddocks.",0.0,0.0,0.0
317,Cohn came up.,0.0,0.0,0.0
318,"“Come on, Jake,” he said, “have a drink.” We walked over to the bar.",0.0,0.0,0.0
319,“What’s the matter with you?,0.0258,0.0,0.0
320,You seem all worked up over something?” “Nothing.,0.0,0.0,0.0
321,This whole show makes me sick is all.” Brett came up to the bar.,-0.5106,-0.2571428571428571,0.6285714285714286
322,"“Hello, you chaps.” “Hello, Brett,” I said.",0.0,0.0,0.0
323,“Why aren’t you tight?” “Never going to get tight any more.,0.0,0.047619047619047616,0.35714285714285715
324,"I say, give a chap a brandy and soda.” She stood holding the glass and I saw Robert Cohn looking at her.",0.0,0.0,0.0
325,He looked a great deal as his compatriot must have looked when he saw the promised land.,0.765,0.8,0.75
326,"Cohn, of course, was much younger.",0.0,0.0,0.0
327,"But he had that look of eager, deserving expectation.",0.5023,0.6,0.8
328,Brett was damned good-looking.,-0.3818,0.0,0.0
329,"She wore a slipover jersey sweater and a tweed skirt, and her hair was brushed back like a boy’s.",0.3612,0.0,0.05
330,She started all that.,0.0,0.0,0.0
331,"She was built with curves like the hull of a racing yacht, and you missed none of it with that wool jersey.",0.0772,0.0,0.0
332,"“It’s a fine crowd you’re with, Brett,” I said.",0.2023,0.4166666666666667,0.5
333,“Aren’t they lovely?,0.5859,0.5,0.75
334,"And you, my dear.",0.3818,0.0,0.0
335,"Where did you get it?” “At the Napolitain.” “And have you had a lovely evening?” “Oh, priceless,” I said.",0.6322,0.75,0.875
336,Brett laughed.,0.4588,0.7,0.2
337,"“It’s wrong of you, Jake.",-0.4767,-0.5,0.9
338,It’s an insult to all of us.,-0.5106,0.0,0.0
339,"Look at Frances there, and Jo.” This for Cohn’s benefit.",0.4588,0.0,0.0
340,"“It’s in restraint of trade,” Brett said.",0.0,0.0,0.0
341,She laughed again.,0.4588,0.7,0.2
342,"“You’re wonderfully sober,” I said.",0.5994,0.1,0.2
343,“Yes.,0.0,0.0,0.0
344,Aren’t I?,0.0,0.0,0.0
345,"And when one’s with the crowd I’m with, one can drink in such safety, too.” The music started and Robert Cohn said: “Will you dance this with me, Lady Brett?” Brett smiled at him.",0.743,0.3,0.35
346,"“I’ve promised to dance this with Jacob,” she laughed.",0.6705,0.7,0.2
347,"“You’ve a hell of a biblical name, Jake.” “How about the next?” asked Cohn.",-0.6808,0.0,0.0
348,"“We’re going,” Brett said.",0.0,0.0,0.0
349,"“We’ve a date up at Montmartre.” Dancing, I looked over Brett’s shoulder and saw Cohn, standing at the bar, still watching her.",0.0,0.0,0.0
350,"“You’ve made a new one there,” I said to her.",0.0,0.13636363636363635,0.45454545454545453
351,“Don’t talk about it.,0.0,0.0,0.0
352,Poor chap.,-0.4767,-0.4,0.6
353,"I never knew it till just now.” “Oh, well,” I said.",0.0,0.0,0.0
354,"“I suppose you like to add them up.” “Don’t talk like a fool.” “You do.” “Oh, well.",0.7269,0.0,0.0
355,"What if I do?” “Nothing,” I said.",0.0,0.0,0.0
356,We were dancing to the accordion and some one was playing the banjo.,0.2023,0.0,0.0
357,It was hot and I felt happy.,0.5719,0.525,0.925
358,We passed close to Georgette dancing with another one of them.,0.0,0.0,0.0
359,"“What possessed you to bring her?” “I don’t know, I just brought her.” “You’re getting damned romantic.” “No, bored.” “Now?” “No, not now.” “Let’s get out of here.",-0.4515,0.125,0.75
360,She’s well taken care of.” “Do you want to?” “Would I ask you if I didn’t want to?” We left the floor and I took my coat off a hanger on the wall and put it on.,0.7399,0.0,0.0
361,Brett stood by the bar.,0.0,0.0,0.0
362,Cohn was talking to her.,0.0,0.0,0.0
363,I stopped at the bar and asked them for an envelope.,-0.2263,0.0,0.0
364,The patronne found one.,0.0,0.0,0.0
365,"I took a fifty-franc note from my pocket, put it in the envelope, sealed it, and handed it to the patronne.",0.0,0.0,0.0
366,"“If the girl I came with asks for me, will you give her this?” I said.",0.0,0.0,0.0
367,"“If she goes out with one of those gentlemen, will you save this for me?” “C’est entendu, Monsieur,” the patronne said.",0.4939,0.0,0.0
368,“You go now?,0.0,0.0,0.0
369,"So early?” “Yes,” I said.",0.0,0.1,0.3
370,We started out the door.,0.0,0.0,0.0
371,Cohn was still talking to Brett.,0.0,0.0,0.0
372,She said good night and took my arm.,0.4404,0.7,0.6000000000000001
373,"“Good night, Cohn,” I said.",0.0,0.7,0.6000000000000001
374,Outside in the street we looked for a taxi.,0.0,0.0,0.05
375,"“You’re going to lose your fifty francs,” Brett said.",-0.4019,0.0,0.0
376,"“Oh, yes.” “No taxis.” “We could walk up to the Pantheon and get one.” “Come on and we’ll get a drink in the pub next door and send for one.” “You wouldn’t walk across the street.” “Not if I could help it.” We went into the next bar and I sent a waiter for a taxi.",0.4019,0.0,0.0
377,"“Well,” I said, “we’re out away from them.” We stood against the tall zinc bar and did not talk and looked at each other.",0.0,-0.125,0.375
378,The waiter came and said the taxi was outside.,0.0,0.0,0.05
379,Brett pressed my hand hard.,0.4215,-0.2916666666666667,0.5416666666666666
380,I gave the waiter a franc and we went out.,0.0,0.0,0.0
381,“Where should I tell him?” I asked.,0.0,0.0,0.0
382,"“Oh, tell him to drive around.” I told the driver to go to the Parc Montsouris, and got in, and slammed the door.",0.0,0.0,0.0
383,"Brett was leaning back in the corner, her eyes closed.",0.0,-0.05,0.05
384,I got in and sat beside her.,0.0,0.0,0.0
385,The cab started with a jerk.,-0.34,0.0,0.0
386,"“Oh, darling, I’ve been so miserable,” Brett said.",0.5859,-1.0,1.0
387,"CHAPTER                                    4  The taxi went up the hill, passed the lighted square, then on into the dark, still climbing, then levelled out onto a dark street behind St. Etienne du Mont, went smoothly down the asphalt, passed the trees and the standing bus at the Place de la Contrescarpe, then turned onto the cobbles of the Rue Mouffetard.",0.0,-0.21388888888888888,0.44722222222222224
388,There were lighted bars and late open shops on each side of the street.,0.0,-0.15,0.55
389,We were sitting apart and we jolted close together going down the old street.,0.0,-0.02777777777777779,0.24444444444444446
390,Brett’s hat was off.,0.0,0.0,0.0
391,Her head was back.,0.0,0.0,0.0
392,"I saw her face in the lights from the open shops, then it was dark, then I saw her face clearly as we came out on the Avenue des Gobelins.",0.4019,-0.01666666666666666,0.42777777777777776
393,The street was torn up and men were working on the car-tracks by the light of acetylene flares.,-0.25,0.4,0.7
394,Brett’s face was white and the long line of her neck showed in the bright light of the flares.,0.4404,0.2625,0.475
395,The street was dark again and I kissed her.,0.3818,-0.15,0.4
396,"Our lips were tight together and then she turned away and pressed against the corner of the seat, as far away as she could get.",0.0,-0.039285714285714285,0.6428571428571428
397,Her head was down.,0.0,-0.15555555555555559,0.2888888888888889
398,"“Don’t touch me,” she said.",0.0,0.0,0.0
399,"“Please don’t touch me.” “What’s the matter?” “I can’t stand it.” “Oh, Brett.” “You mustn’t.",0.0,0.0,0.0
400,You must know.,0.0,0.0,0.0
401,"I can’t stand it, that’s all.",0.0,0.0,0.0
402,"Oh, darling, please understand!” “Don’t you love me?” “Love you?",0.899,0.5,0.6
403,I simply turn all to jelly when you touch me.” “Isn’t there anything we can do about it?” She was sitting up now.,0.0,0.0,0.35714285714285715
404,"My arm was around her and she was leaning back against me, and we were quite calm.",0.3804,0.15000000000000002,0.375
405,She was looking into my eyes with that way she had of looking that made you wonder whether she really saw out of her own eyes.,0.0,0.4,0.6
406,They would look on and on after every one else’s eyes in the world would have stopped looking.,-0.2263,0.0,0.0
407,"She looked as though there were nothing on earth she would not look at like that, and really she was afraid of so many things.",-0.2755,0.03333333333333335,0.5333333333333333
408,"“And there’s not a damn thing we could do,” I said.",0.3089,0.0,0.0
409,"“I don’t know,” she said.",0.0,0.0,0.0
410,"“I don’t want to go through that hell again.” “We’d better keep away from each other.” “But, darling, I have to see you.",0.34,0.1875,0.4375
411,"It isn’t all that you know.” “No, but it always gets to be.” “That’s my fault.",-0.5499,0.0,0.0
412,"Don’t we pay for all the things we do, though?” She had been looking into my eyes all the time.",-0.1027,0.0,0.0
413,"Her eyes had different depths, sometimes they seemed perfectly flat.",0.6369,-0.0125,0.3625
414,Now you could see all the way into them.,0.0,0.0,0.0
