w0,w1,n,mle
<s>,who,9,9.060980398079073e-05
<s>,whod,1,1.0067755997865636e-05
<s>,whos,3,3.0203267993596907e-05
<s>,whose,1,1.0067755997865636e-05
<s>,why,59,0.0005939976038740725
<s>,will,8,8.054204798292509e-05
<s>,wish,1,1.0067755997865636e-05
<s>,with,6,6.0406535987193814e-05
<s>,without,1,1.0067755997865636e-05
<s>,women,1,1.0067755997865636e-05
<s>,wonder,2,2.0135511995731273e-05
<s>,wonderful,7,7.047429198505945e-05
<s>,wonderfully,1,1.0067755997865636e-05
<s>,wont,7,7.047429198505945e-05
<s>,woolsey,2,2.0135511995731273e-05
<s>,wore,1,1.0067755997865636e-05
<s>,work,1,1.0067755997865636e-05
<s>,workmen,1,1.0067755997865636e-05
<s>,would,13,0.00013088082797225325
<s>,write,1,1.0067755997865636e-05
<s>,writers,1,1.0067755997865636e-05
<s>,wrote,1,1.0067755997865636e-05
<s>,yeah,1,1.0067755997865636e-05
<s>,yes,95,0.0009564368197972354
<s>,yesterday,1,1.0067755997865636e-05
<s>,yet,1,1.0067755997865636e-05
<s>,you,244,0.002456532463479215
<s>,youd,2,2.0135511995731273e-05
<s>,youll,12,0.00012081307197438763
<s>,your,5,5.0338779989328176e-05
<s>,youre,48,0.0004832522878975505
<s>,youve,19,0.00019128736395944708
a,</s>,2,2.0135511995731273e-05
a,back,1,1.0067755997865636e-05
a,bad,7,7.047429198505945e-05
a,baggage,1,1.0067755997865636e-05
a,bal,1,1.0067755997865636e-05
a,balance,2,2.0135511995731273e-05
a,balcony,1,1.0067755997865636e-05
a,balloon,1,1.0067755997865636e-05
a,banderillero,1,1.0067755997865636e-05
a,bank,1,1.0067755997865636e-05
a,bankrupt,4,4.0271023991462545e-05
a,baron,1,1.0067755997865636e-05
a,basis,1,1.0067755997865636e-05
a,basket,1,1.0067755997865636e-05
a,basque,3,3.0203267993596907e-05
a,bateau,1,1.0067755997865636e-05
a,bath,5,5.0338779989328176e-05
a,bathing,1,1.0067755997865636e-05
a,bathrobe,2,2.0135511995731273e-05
a,bathroom,1,1.0067755997865636e-05
a,battleship,1,1.0067755997865636e-05
a,beautiful,1,1.0067755997865636e-05
a,bed,1,1.0067755997865636e-05
a,beech,1,1.0067755997865636e-05
a,been,1,1.0067755997865636e-05
a,beer,4,4.0271023991462545e-05
a,bench,2,2.0135511995731273e-05
a,berth,1,1.0067755997865636e-05
a,bet,1,1.0067755997865636e-05
a,better,2,2.0135511995731273e-05
a,biblical,1,1.0067755997865636e-05
a,bicycle,3,3.0203267993596907e-05
a,big,28,0.0002818971679402378
a,bit,3,3.0203267993596907e-05
a,bitch,4,4.0271023991462545e-05
a,bitter,1,1.0067755997865636e-05
a,black,3,3.0203267993596907e-05
a,bloody,4,4.0271023991462545e-05
a,blouse,1,1.0067755997865636e-05
a,blue,3,3.0203267993596907e-05
a,board,1,1.0067755997865636e-05
a,boat,1,1.0067755997865636e-05
a,book,10,0.00010067755997865635
a,bottle,14,0.0001409485839701189
a,bowl,1,1.0067755997865636e-05
a,box,1,1.0067755997865636e-05
a,boxer,2,2.0135511995731273e-05
a,boxing,1,1.0067755997865636e-05
a,boy,4,4.0271023991462545e-05
a,boys,1,1.0067755997865636e-05
a,brandy,1,1.0067755997865636e-05
a,breeze,2,2.0135511995731273e-05
a,brick,1,1.0067755997865636e-05
a,bridge,2,2.0135511995731273e-05
a,brothel,2,2.0135511995731273e-05
a,bucket,2,2.0135511995731273e-05
a,buen,1,1.0067755997865636e-05
a,bull,10,0.00010067755997865635
a,bunch,2,2.0135511995731273e-05
a,bundle,1,1.0067755997865636e-05
a,bus,2,2.0135511995731273e-05
a,business,1,1.0067755997865636e-05
a,by,1,1.0067755997865636e-05
a,cab,1,1.0067755997865636e-05
a,cable,1,1.0067755997865636e-05
a,café,2,2.0135511995731273e-05
a,calamity,1,1.0067755997865636e-05
a,call,2,2.0135511995731273e-05
a,canadian,1,1.0067755997865636e-05
a,car,6,6.0406535987193814e-05
a,carabineer,1,1.0067755997865636e-05
a,carafe,1,1.0067755997865636e-05
a,card,2,2.0135511995731273e-05
a,carriage,1,1.0067755997865636e-05
a,case,2,2.0135511995731273e-05
a,castle,1,1.0067755997865636e-05
a,cat,4,4.0271023991462545e-05
a,catholic,1,1.0067755997865636e-05
a,certain,7,7.047429198505945e-05
a,chain,2,2.0135511995731273e-05
a,chair,4,4.0271023991462545e-05
a,chance,6,6.0406535987193814e-05
a,chap,3,3.0203267993596907e-05
a,charge,1,1.0067755997865636e-05
a,chauffeur,1,1.0067755997865636e-05
a,check,1,1.0067755997865636e-05
a,child,2,2.0135511995731273e-05
a,chunk,1,1.0067755997865636e-05
a,château,1,1.0067755997865636e-05
a,cigar,3,3.0203267993596907e-05
a,cigarette,5,5.0338779989328176e-05
a,cinch,1,1.0067755997865636e-05
a,circle,1,1.0067755997865636e-05
a,clattering,1,1.0067755997865636e-05
a,clear,2,2.0135511995731273e-05
a,close,1,1.0067755997865636e-05
a,cloth,2,2.0135511995731273e-05
a,clothes,1,1.0067755997865636e-05
a,cloud,1,1.0067755997865636e-05
a,club,2,2.0135511995731273e-05
a,coat,2,2.0135511995731273e-05
a,cockroach,1,1.0067755997865636e-05
a,cocktail,1,1.0067755997865636e-05
a,coffee,3,3.0203267993596907e-05
a,cognac,1,1.0067755997865636e-05
a,col,1,1.0067755997865636e-05
a,cold,1,1.0067755997865636e-05
a,collection,1,1.0067755997865636e-05
a,comb,1,1.0067755997865636e-05
a,comfortable,1,1.0067755997865636e-05
a,compact,1,1.0067755997865636e-05
a,company,1,1.0067755997865636e-05
a,competition,2,2.0135511995731273e-05
a,complete,1,1.0067755997865636e-05
a,concierge,1,1.0067755997865636e-05
a,continual,1,1.0067755997865636e-05
a,conversation,1,1.0067755997865636e-05
a,cool,1,1.0067755997865636e-05
a,copy,2,2.0135511995731273e-05
a,corking,1,1.0067755997865636e-05
a,cornada,1,1.0067755997865636e-05
a,corner,1,1.0067755997865636e-05
a,count,1,1.0067755997865636e-05
a,country,2,2.0135511995731273e-05
a,couple,12,0.00012081307197438763
a,course,1,1.0067755997865636e-05
a,covered,1,1.0067755997865636e-05
a,crash,1,1.0067755997865636e-05
a,crest,1,1.0067755997865636e-05
a,cross,1,1.0067755997865636e-05
a,crossroads,1,1.0067755997865636e-05
a,crowd,10,0.00010067755997865635
a,cupboard,1,1.0067755997865636e-05
a,curve,1,1.0067755997865636e-05
a,customs,1,1.0067755997865636e-05
a,cut,1,1.0067755997865636e-05
a,dam,1,1.0067755997865636e-05
a,damn,7,7.047429198505945e-05
a,damned,6,6.0406535987193814e-05
a,dancing,1,1.0067755997865636e-05
a,dark,5,5.0338779989328176e-05
a,darling,1,1.0067755997865636e-05
a,date,6,6.0406535987193814e-05
a,day,3,3.0203267993596907e-05
a,death,1,1.0067755997865636e-05
a,decent,1,1.0067755997865636e-05
a,deep,3,3.0203267993596907e-05
a,definite,2,2.0135511995731273e-05
a,demonstration,1,1.0067755997865636e-05
a,desencajonada,1,1.0067755997865636e-05
a,dessert,2,2.0135511995731273e-05
a,difference,1,1.0067755997865636e-05
a,dinner,1,1.0067755997865636e-05
a,dirty,1,1.0067755997865636e-05
a,divine,1,1.0067755997865636e-05
a,divorce,1,1.0067755997865636e-05
a,door,2,2.0135511995731273e-05
a,double,2,2.0135511995731273e-05
a,dozen,5,5.0338779989328176e-05
a,drawer,1,1.0067755997865636e-05
a,drawn,1,1.0067755997865636e-05
a,dreadful,2,2.0135511995731273e-05
a,dressing,1,1.0067755997865636e-05
a,drink,43,0.0004329135079082223
a,drinkand,1,1.0067755997865636e-05
a,drive,1,1.0067755997865636e-05
a,driver,1,1.0067755997865636e-05
a,drumstick,1,1.0067755997865636e-05
a,drunk,2,2.0135511995731273e-05
a,drygoods,1,1.0067755997865636e-05
a,duke,2,2.0135511995731273e-05
a,dull,1,1.0067755997865636e-05
a,face,2,2.0135511995731273e-05
a,faded,1,1.0067755997865636e-05
a,faggot,2,2.0135511995731273e-05
a,fairly,1,1.0067755997865636e-05
a,fake,1,1.0067755997865636e-05
a,faked,1,1.0067755997865636e-05
a,fallen,1,1.0067755997865636e-05
a,family,1,1.0067755997865636e-05
a,farm,1,1.0067755997865636e-05
a,fat,1,1.0067755997865636e-05
a,fearful,1,1.0067755997865636e-05
a,feeling,2,2.0135511995731273e-05
a,fellow,1,1.0067755997865636e-05
a,female,1,1.0067755997865636e-05
a,fence,1,1.0067755997865636e-05
a,few,15,0.00015101633996798453
a,field,2,2.0135511995731273e-05
a,fiesta,2,2.0135511995731273e-05
a,fifth,1,1.0067755997865636e-05
a,fifty,1,1.0067755997865636e-05
a,fight,1,1.0067755997865636e-05
a,fighter,1,1.0067755997865636e-05
a,final,1,1.0067755997865636e-05
a,fine,15,0.00015101633996798453
a,finger,1,1.0067755997865636e-05
a,fistula,1,1.0067755997865636e-05
a,flat,1,1.0067755997865636e-05
a,flemish,1,1.0067755997865636e-05
a,flight,1,1.0067755997865636e-05
a,fly,3,3.0203267993596907e-05
a,fog,1,1.0067755997865636e-05
a,fool,12,0.00012081307197438763
a,foot,1,1.0067755997865636e-05
a,forefinger,1,1.0067755997865636e-05
a,foreign,1,1.0067755997865636e-05
a,foreigner,1,1.0067755997865636e-05
a,forest,2,2.0135511995731273e-05
a,fork,2,2.0135511995731273e-05
a,franc,1,1.0067755997865636e-05
a,french,2,2.0135511995731273e-05
a,friend,9,9.060980398079073e-05
a,friendly,1,1.0067755997865636e-05
a,fright,1,1.0067755997865636e-05
a,frightful,1,1.0067755997865636e-05
a,funny,3,3.0203267993596907e-05
a,future,1,1.0067755997865636e-05
a,gallon,1,1.0067755997865636e-05
a,gallop,1,1.0067755997865636e-05
a,garter,1,1.0067755997865636e-05
a,gate,2,2.0135511995731273e-05
a,general,1,1.0067755997865636e-05
a,gentleman,1,1.0067755997865636e-05
a,girl,9,9.060980398079073e-05
a,glacier,2,2.0135511995731273e-05
a,glass,8,8.054204798292509e-05
a,gloomy,3,3.0203267993596907e-05
a,goat,1,1.0067755997865636e-05
a,gold,1,1.0067755997865636e-05
a,goner,4,4.0271023991462545e-05
a,good,73,0.0007349461878441914
a,grand,3,3.0203267993596907e-05
a,gray,1,1.0067755997865636e-05
a,great,22,0.00022149063195304398
a,green,3,3.0203267993596907e-05
a,guard,1,1.0067755997865636e-05
a,guide,1,1.0067755997865636e-05
a,haircut,1,1.0067755997865636e-05
a,half,6,6.0406535987193814e-05
a,handkerchief,1,1.0067755997865636e-05
a,hanger,1,1.0067755997865636e-05
a,happy,1,1.0067755997865636e-05
a,hard,2,2.0135511995731273e-05
a,hat,1,1.0067755997865636e-05
a,head,1,1.0067755997865636e-05
a,headache,2,2.0135511995731273e-05
a,heavy,1,1.0067755997865636e-05
a,hell,15,0.00015101633996798453
a,high,3,3.0203267993596907e-05
a,hike,2,2.0135511995731273e-05
a,hill,2,2.0135511995731273e-05
a,hillside,1,1.0067755997865636e-05
a,horn,1,1.0067755997865636e-05
a,horse,4,4.0271023991462545e-05
a,hose,2,2.0135511995731273e-05
a,hospital,1,1.0067755997865636e-05
a,hot,7,7.047429198505945e-05
a,hotel,2,2.0135511995731273e-05
a,houseful,1,1.0067755997865636e-05
a,hundred,8,8.054204798292509e-05
a,hyphen,1,1.0067755997865636e-05
a,jack,1,1.0067755997865636e-05
a,jam,2,2.0135511995731273e-05
a,jerk,2,2.0135511995731273e-05
a,jew,3,3.0203267993596907e-05
a,joke,4,4.0271023991462545e-05
a,jolly,2,2.0135511995731273e-05
a,journey,1,1.0067755997865636e-05
a,jug,1,1.0067755997865636e-05
a,kid,3,3.0203267993596907e-05
a,king,1,1.0067755997865636e-05
a,klaxon,1,1.0067755997865636e-05
a,knock,2,2.0135511995731273e-05
a,ladder,2,2.0135511995731273e-05
a,lady,5,5.0338779989328176e-05
a,language,1,1.0067755997865636e-05
a,large,2,2.0135511995731273e-05
a,last,1,1.0067755997865636e-05
a,layer,1,1.0067755997865636e-05
a,leather,1,1.0067755997865636e-05
a,left,1,1.0067755997865636e-05
a,letter,5,5.0338779989328176e-05
a,lie,4,4.0271023991462545e-05
a,life,1,1.0067755997865636e-05
a,light,2,2.0135511995731273e-05
a,line,2,2.0135511995731273e-05
a,liqueur,1,1.0067755997865636e-05
a,lit,3,3.0203267993596907e-05
a,liter,1,1.0067755997865636e-05
a,little,84,0.0008456915038207134
a,living,1,1.0067755997865636e-05
a,loaded,1,1.0067755997865636e-05
a,local,1,1.0067755997865636e-05
a,log,1,1.0067755997865636e-05
a,long,30,0.00030203267993596906
a,look,2,2.0135511995731273e-05
a,lot,29,0.00029196492393810346
a,lousy,1,1.0067755997865636e-05
a,lovely,17,0.0001711518519637158
a,low,2,2.0135511995731273e-05
a,lump,1,1.0067755997865636e-05
a,lunch,1,1.0067755997865636e-05
a,madrid,1,1.0067755997865636e-05
a,maid,1,1.0067755997865636e-05
a,man,22,0.00022149063195304398
a,martini,1,1.0067755997865636e-05
a,matter,4,4.0271023991462545e-05
a,meadow,1,1.0067755997865636e-05
a,meal,3,3.0203267993596907e-05
a,member,2,2.0135511995731273e-05
a,mess,2,2.0135511995731273e-05
a,message,2,2.0135511995731273e-05
a,millionaire,1,1.0067755997865636e-05
a,miniature,1,1.0067755997865636e-05
a,minute,7,7.047429198505945e-05
a,mistress,1,1.0067755997865636e-05
a,monastic,1,1.0067755997865636e-05
a,month,1,1.0067755997865636e-05
a,morning,4,4.0271023991462545e-05
a,moron,2,2.0135511995731273e-05
a,most,1,1.0067755997865636e-05
a,motor,4,4.0271023991462545e-05
a,mounted,1,1.0067755997865636e-05
a,mystery,1,1.0067755997865636e-05
a,name,1,1.0067755997865636e-05
a,nap,1,1.0067755997865636e-05
a,nasty,1,1.0067755997865636e-05
a,nature,1,1.0067755997865636e-05
a,new,3,3.0203267993596907e-05
a,newspaper,5,5.0338779989328176e-05
a,nice,10,0.00010067755997865635
a,nigger,1,1.0067755997865636e-05
a,night,5,5.0338779989328176e-05
a,nightmare,1,1.0067755997865636e-05
a,note,3,3.0203267993596907e-05
a,novel,1,1.0067755997865636e-05
a,number,1,1.0067755997865636e-05
a,paper,1,1.0067755997865636e-05
a,park,1,1.0067755997865636e-05
a,part,1,1.0067755997865636e-05
a,party,2,2.0135511995731273e-05
a,pass,1,1.0067755997865636e-05
a,patch,1,1.0067755997865636e-05
a,path,1,1.0067755997865636e-05
a,pelota,1,1.0067755997865636e-05
a,perfect,2,2.0135511995731273e-05
a,pernod,1,1.0067755997865636e-05
a,picador,1,1.0067755997865636e-05
a,pickled,1,1.0067755997865636e-05
a,picture,1,1.0067755997865636e-05
a,piece,2,2.0135511995731273e-05
a,pile,2,2.0135511995731273e-05
a,pilgrimage,1,1.0067755997865636e-05
a,pimp,1,1.0067755997865636e-05
a,pity,3,3.0203267993596907e-05
a,place,7,7.047429198505945e-05
a,plane,1,1.0067755997865636e-05
a,plate,2,2.0135511995731273e-05
a,pleasant,3,3.0203267993596907e-05
a,point,1,1.0067755997865636e-05
a,police,1,1.0067755997865636e-05
a,policeman,1,1.0067755997865636e-05
a,pool,1,1.0067755997865636e-05
a,poor,1,1.0067755997865636e-05
a,porter,1,1.0067755997865636e-05
a,posada,1,1.0067755997865636e-05
a,post,1,1.0067755997865636e-05
a,postman,1,1.0067755997865636e-05
a,poule,1,1.0067755997865636e-05
a,pretty,1,1.0067755997865636e-05
a,priest,1,1.0067755997865636e-05
a,prize,1,1.0067755997865636e-05
a,protest,1,1.0067755997865636e-05
a,pub,4,4.0271023991462545e-05
a,quaint,1,1.0067755997865636e-05
a,quarter,3,3.0203267993596907e-05
a,queen,1,1.0067755997865636e-05
a,quick,1,1.0067755997865636e-05
a,quiet,2,2.0135511995731273e-05
a,racing,1,1.0067755997865636e-05
a,rag,1,1.0067755997865636e-05
a,rail,1,1.0067755997865636e-05
a,rather,3,3.0203267993596907e-05
a,real,4,4.0271023991462545e-05
a,reason,1,1.0067755997865636e-05
a,reed,1,1.0067755997865636e-05
a,regular,1,1.0067755997865636e-05
a,religious,2,2.0135511995731273e-05
a,remarkable,2,2.0135511995731273e-05
a,remarkably,1,1.0067755997865636e-05
a,replacement,1,1.0067755997865636e-05
a,restaurant,4,4.0271023991462545e-05
a,review,1,1.0067755997865636e-05
a,rich,3,3.0203267993596907e-05
a,ride,1,1.0067755997865636e-05
a,right,2,2.0135511995731273e-05
a,ring,1,1.0067755997865636e-05
a,rinse,1,1.0067755997865636e-05
a,rise,1,1.0067755997865636e-05
a,rising,1,1.0067755997865636e-05
a,river,1,1.0067755997865636e-05
a,road,2,2.0135511995731273e-05
a,roast,1,1.0067755997865636e-05
a,rod,1,1.0067755997865636e-05
a,roller,2,2.0135511995731273e-05
a,rolling,1,1.0067755997865636e-05
a,room,5,5.0338779989328176e-05
a,rotten,10,0.00010067755997865635
a,row,4,4.0271023991462545e-05
a,ruddy,1,1.0067755997865636e-05
a,rum,1,1.0067755997865636e-05
a,sadist,4,4.0271023991462545e-05
a,safe,1,1.0067755997865636e-05
a,sail,1,1.0067755997865636e-05
a,sailor,1,1.0067755997865636e-05
a,salad,1,1.0067755997865636e-05
a,sandy,1,1.0067755997865636e-05
a,sapling,1,1.0067755997865636e-05
a,sawmill,1,1.0067755997865636e-05
a,second,3,3.0203267993596907e-05
a,service,1,1.0067755997865636e-05
a,shame,1,1.0067755997865636e-05
a,shampoo,1,1.0067755997865636e-05
a,shave,4,4.0271023991462545e-05
a,shock,1,1.0067755997865636e-05
a,shoe,1,1.0067755997865636e-05
a,short,2,2.0135511995731273e-05
a,shout,1,1.0067755997865636e-05
a,shower,3,3.0203267993596907e-05
a,shrapnel,1,1.0067755997865636e-05
a,side,4,4.0271023991462545e-05
a,sign,1,1.0067755997865636e-05
a,silly,1,1.0067755997865636e-05
a,silver,1,1.0067755997865636e-05
a,sincere,1,1.0067755997865636e-05
a,single,1,1.0067755997865636e-05
a,siphon,2,2.0135511995731273e-05
a,slate,1,1.0067755997865636e-05
a,slipover,1,1.0067755997865636e-05
a,slow,1,1.0067755997865636e-05
a,small,1,1.0067755997865636e-05
a,smaller,1,1.0067755997865636e-05
a,smell,1,1.0067755997865636e-05
a,smile,1,1.0067755997865636e-05
a,smooth,1,1.0067755997865636e-05
a,society,1,1.0067755997865636e-05
a,soldier,2,2.0135511995731273e-05
a,song,1,1.0067755997865636e-05
a,sort,4,4.0271023991462545e-05
a,sou,1,1.0067755997865636e-05
a,sound,1,1.0067755997865636e-05
a,spanish,1,1.0067755997865636e-05
a,species,1,1.0067755997865636e-05
a,spectacle,3,3.0203267993596907e-05
a,speech,4,4.0271023991462545e-05
a,splendid,3,3.0203267993596907e-05
a,spoon,1,1.0067755997865636e-05
a,sportsman,1,1.0067755997865636e-05
a,sportsmans,1,1.0067755997865636e-05
a,spring,1,1.0067755997865636e-05
a,statue,2,2.0135511995731273e-05
a,steep,2,2.0135511995731273e-05
a,steer,4,4.0271023991462545e-05
a,step,1,1.0067755997865636e-05
a,stew,1,1.0067755997865636e-05
a,steward,1,1.0067755997865636e-05
a,stone,2,2.0135511995731273e-05
a,strange,1,1.0067755997865636e-05
a,stream,7,7.047429198505945e-05
a,street,2,2.0135511995731273e-05
a,stretch,1,1.0067755997865636e-05
a,string,2,2.0135511995731273e-05
a,stripand,1,1.0067755997865636e-05
a,stuffed,1,1.0067755997865636e-05
a,subject,1,1.0067755997865636e-05
a,success,1,1.0067755997865636e-05
a,sudden,4,4.0271023991462545e-05
a,suggestion,1,1.0067755997865636e-05
a,suitcase,1,1.0067755997865636e-05
a,sullen,1,1.0067755997865636e-05
a,sure,1,1.0067755997865636e-05
a,surf,1,1.0067755997865636e-05
a,suspicion,1,1.0067755997865636e-05
a,swath,1,1.0067755997865636e-05
a,swell,6,6.0406535987193814e-05
a,swine,1,1.0067755997865636e-05
a,table,19,0.00019128736395944708
a,tablet,1,1.0067755997865636e-05
a,tabul,2,2.0135511995731273e-05
a,tackle,1,1.0067755997865636e-05
a,taxi,13,0.00013088082797225325
a,taxidermist,1,1.0067755997865636e-05
a,taxidermists,1,1.0067755997865636e-05
a,technic,1,1.0067755997865636e-05
a,telegram,5,5.0338779989328176e-05
a,telegraph,1,1.0067755997865636e-05
a,tender,1,1.0067755997865636e-05
a,thing,7,7.047429198505945e-05
a,thirst,1,1.0067755997865636e-05
a,thoroughly,1,1.0067755997865636e-05
a,thousand,2,2.0135511995731273e-05
a,tick,1,1.0067755997865636e-05
a,ticket,2,2.0135511995731273e-05
a,time,3,3.0203267993596907e-05
a,tip,2,2.0135511995731273e-05
a,title,4,4.0271023991462545e-05
a,toast,1,1.0067755997865636e-05
a,torero,2,2.0135511995731273e-05
a,toro,1,1.0067755997865636e-05
a,towel,2,2.0135511995731273e-05
a,town,2,2.0135511995731273e-05
a,train,1,1.0067755997865636e-05
a,travelling,1,1.0067755997865636e-05
a,tree,2,2.0135511995731273e-05
a,tremendous,1,1.0067755997865636e-05
a,triangular,1,1.0067755997865636e-05
a,tribute,1,1.0067755997865636e-05
a,tricycle,2,2.0135511995731273e-05
a,trip,1,1.0067755997865636e-05
a,trout,1,1.0067755997865636e-05
a,truck,1,1.0067755997865636e-05
a,turn,1,1.0067755997865636e-05
a,tweed,1,1.0067755997865636e-05
a,twirl,1,1.0067755997865636e-05
a,two,1,1.0067755997865636e-05
a,typically,1,1.0067755997865636e-05
a,v,1,1.0067755997865636e-05
a,vague,1,1.0067755997865636e-05
a,valley,1,1.0067755997865636e-05
a,vermouth,1,1.0067755997865636e-05
a,very,21,0.00021142287595517836
a,vieux,1,1.0067755997865636e-05
a,vision,1,1.0067755997865636e-05
a,voice,1,1.0067755997865636e-05
a,volley,1,1.0067755997865636e-05
a,waiter,10,0.00010067755997865635
a,walk,5,5.0338779989328176e-05
a,warm,1,1.0067755997865636e-05
a,washstand,1,1.0067755997865636e-05
a,wave,1,1.0067755997865636e-05
a,way,2,2.0135511995731273e-05
a,wedding,1,1.0067755997865636e-05
a,week,6,6.0406535987193814e-05
a,weekend,1,1.0067755997865636e-05
a,weeks,1,1.0067755997865636e-05
a,while,21,0.00021142287595517836
a,whiskey,3,3.0203267993596907e-05
a,white,7,7.047429198505945e-05
a,whole,3,3.0203267993596907e-05
a,wide,1,1.0067755997865636e-05
a,wife,2,2.0135511995731273e-05
a,wind,2,2.0135511995731273e-05
a,wine,4,4.0271023991462545e-05
a,wire,3,3.0203267993596907e-05
a,woman,6,6.0406535987193814e-05
a,wonder,1,1.0067755997865636e-05
a,wonderful,8,8.054204798292509e-05
a,word,1,1.0067755997865636e-05
a,worm,1,1.0067755997865636e-05
a,worse,1,1.0067755997865636e-05
a,wound,1,1.0067755997865636e-05
a,wreath,1,1.0067755997865636e-05
a,writer,3,3.0203267993596907e-05
a,year,2,2.0135511995731273e-05
a,yell,1,1.0067755997865636e-05
a,yellow,1,1.0067755997865636e-05
a,young,5,5.0338779989328176e-05
abandoned,it,1,1.0067755997865636e-05
able,to,6,6.0406535987193814e-05
abnormal,life,1,1.0067755997865636e-05
about,</s>,12,0.00012081307197438763
about,a,8,8.054204798292509e-05
about,afterward,1,1.0067755997865636e-05
about,again,1,1.0067755997865636e-05
about,all,4,4.0271023991462545e-05
about,america,1,1.0067755997865636e-05
about,an,1,1.0067755997865636e-05
about,and,2,2.0135511995731273e-05
about,another,1,1.0067755997865636e-05
about,any,1,1.0067755997865636e-05
about,anything,4,4.0271023991462545e-05
about,anyway,1,1.0067755997865636e-05
about,as,1,1.0067755997865636e-05
about,because,1,1.0067755997865636e-05
about,being,2,2.0135511995731273e-05
about,brett,5,5.0338779989328176e-05
about,bringing,1,1.0067755997865636e-05
about,bulls,2,2.0135511995731273e-05
about,but,1,1.0067755997865636e-05
about,buying,1,1.0067755997865636e-05
about,cohn,1,1.0067755997865636e-05
about,coming,1,1.0067755997865636e-05
about,dogs,2,2.0135511995731273e-05
