line_num,line_str,n,chap_num
780,"“For God’s sake,” I said, “yes. Don’t you?”",43,3
781,,0,3
782,"“Oh, how charmingly you get angry,” he said. “I wish I had that",63,3
783,faculty.”,9,3
784,,0,3
785,I got up and walked over toward the dancing-floor. Mrs. Braddocks,65,3
786,"followed me. “Don’t be cross with Robert,” she said. “He’s still only a",71,3
787,"child, you know.”",17,3
788,,0,3
789,"“I wasn’t cross,” I said. “I just thought perhaps I was going to throw",70,3
790,up.”,4,3
791,,0,3
792,"“Your fiancée is having a great success,” Mrs. Braddocks looked out on",70,3
793,"the floor where Georgette was dancing in the arms of the tall, dark one,",72,3
794,called Lett.,12,3
795,,0,3
796,“Isn’t she?” I said.,20,3
797,,0,3
798,"“Rather,” said Mrs. Braddocks.",30,3
799,,0,3
800,"Cohn came up. “Come on, Jake,” he said, “have a drink.” We walked over",70,3
801,to the bar. “What’s the matter with you? You seem all worked up over,68,3
802,something?”,11,3
803,,0,3
804,“Nothing. This whole show makes me sick is all.”,48,3
805,,0,3
806,Brett came up to the bar.,25,3
807,,0,3
808,"“Hello, you chaps.”",19,3
809,,0,3
810,"“Hello, Brett,” I said. “Why aren’t you tight?”",47,3
811,,0,3
812,"“Never going to get tight any more. I say, give a chap a brandy and",67,3
813,soda.”,6,3
814,,0,3
815,She stood holding the glass and I saw Robert Cohn looking at her. He,68,3
816,looked a great deal as his compatriot must have looked when he saw the,70,3
817,"promised land. Cohn, of course, was much younger. But he had that look",70,3
818,"of eager, deserving expectation.",32,3
819,,0,3
820,Brett was damned good-looking. She wore a slipover jersey sweater and a,71,3
821,"tweed skirt, and her hair was brushed back like a boy’s. She started all",72,3
822,"that. She was built with curves like the hull of a racing yacht, and you",72,3
823,missed none of it with that wool jersey.,40,3
824,,0,3
825,"“It’s a fine crowd you’re with, Brett,” I said.",47,3
826,,0,3
827,"“Aren’t they lovely? And you, my dear. Where did you get it?”",61,3
828,,0,3
829,“At the Napolitain.”,20,3
830,,0,3
831,“And have you had a lovely evening?”,36,3
832,,0,3
833,"“Oh, priceless,” I said.",24,3
834,,0,3
835,"Brett laughed. “It’s wrong of you, Jake. It’s an insult to all of us.",69,3
836,"Look at Frances there, and Jo.”",31,3
837,,0,3
838,This for Cohn’s benefit.,24,3
839,,0,3
840,"“It’s in restraint of trade,” Brett said. She laughed again.",60,3
841,,0,3
842,"“You’re wonderfully sober,” I said.",35,3
843,,0,3
844,"“Yes. Aren’t I? And when one’s with the crowd I’m with, one can drink in",72,3
845,"such safety, too.”",18,3
846,,0,3
847,"The music started and Robert Cohn said: “Will you dance this with me,",69,3
848,Lady Brett?”,12,3
849,,0,3
850,"Brett smiled at him. “I’ve promised to dance this with Jacob,” she",66,3
851,"laughed. “You’ve a hell of a biblical name, Jake.”",50,3
852,,0,3
853,“How about the next?” asked Cohn.,33,3
854,,0,3
855,"“We’re going,” Brett said. “We’ve a date up at Montmartre.” Dancing, I",70,3
856,"looked over Brett’s shoulder and saw Cohn, standing at the bar, still",69,3
857,watching her.,13,3
858,,0,3
859,"“You’ve made a new one there,” I said to her.",45,3
860,,0,3
861,“Don’t talk about it. Poor chap. I never knew it till just now.”,64,3
862,,0,3
863,"“Oh, well,” I said. “I suppose you like to add them up.”",56,3
864,,0,3
865,“Don’t talk like a fool.”,25,3
866,,0,3
867,“You do.”,9,3
868,,0,3
869,"“Oh, well. What if I do?”",25,3
870,,0,3
871,"“Nothing,” I said. We were dancing to the accordion and some one was",68,3
872,playing the banjo. It was hot and I felt happy. We passed close to,66,3
873,Georgette dancing with another one of them.,43,3
874,,0,3
875,“What possessed you to bring her?”,34,3
876,,0,3
877,"“I don’t know, I just brought her.”",35,3
878,,0,3
879,“You’re getting damned romantic.”,33,3
880,,0,3
881,"“No, bored.”",12,3
882,,0,3
883,“Now?”,6,3
884,,0,3
885,"“No, not now.”",14,3
886,,0,3
887,“Let’s get out of here. She’s well taken care of.”,50,3
888,,0,3
889,“Do you want to?”,17,3
890,,0,3
891,“Would I ask you if I didn’t want to?”,38,3
892,,0,3
893,We left the floor and I took my coat off a hanger on the wall and put it,72,3
894,on. Brett stood by the bar. Cohn was talking to her. I stopped at the,69,3
895,bar and asked them for an envelope. The patronne found one. I took a,68,3
896,"fifty-franc note from my pocket, put it in the envelope, sealed it, and",71,3
897,handed it to the patronne.,26,3
898,,0,3
899,"“If the girl I came with asks for me, will you give her this?” I said.",70,3
900,"“If she goes out with one of those gentlemen, will you save this for",68,3
901,me?”,4,3
902,,0,3
903,"“C’est entendu, Monsieur,” the patronne said. “You go now? So early?”",69,3
904,,0,3
905,"“Yes,” I said.",14,3
906,,0,3
907,We started out the door. Cohn was still talking to Brett. She said good,71,3
908,"night and took my arm. “Good night, Cohn,” I said. Outside in the street",72,3
909,we looked for a taxi.,21,3
910,,0,3
911,"“You’re going to lose your fifty francs,” Brett said.",53,3
912,,0,3
913,"“Oh, yes.”",10,3
914,,0,3
915,“No taxis.”,11,3
916,,0,3
917,“We could walk up to the Pantheon and get one.”,47,3
918,,0,3
919,“Come on and we’ll get a drink in the pub next door and send for one.”,70,3
920,,0,3
921,“You wouldn’t walk across the street.”,38,3
922,,0,3
923,“Not if I could help it.”,25,3
924,,0,3
925,We went into the next bar and I sent a waiter for a taxi.,57,3
926,,0,3
927,"“Well,” I said, “we’re out away from them.”",43,3
928,,0,3
929,We stood against the tall zinc bar and did not talk and looked at each,70,3
930,other. The waiter came and said the taxi was outside. Brett pressed my,70,3
931,hand hard. I gave the waiter a franc and we went out. “Where should I,69,3
932,tell him?” I asked.,19,3
933,,0,3
934,"“Oh, tell him to drive around.”",31,3
935,,0,3
936,"I told the driver to go to the Parc Montsouris, and got in, and slammed",71,3
937,"the door. Brett was leaning back in the corner, her eyes closed. I got",70,3
938,in and sat beside her. The cab started with a jerk.,51,3
939,,0,3
940,"“Oh, darling, I’ve been so miserable,” Brett said.",50,3
941,,0,3
942,,0,3
943,,0,3
944,,0,3
946,4,1,4
947,,0,4
948,,0,4
949,"The taxi went up the hill, passed the lighted square, then on into the",70,4
950,"dark, still climbing, then levelled out onto a dark street behind St.",69,4
951,"Etienne du Mont, went smoothly down the asphalt, passed the trees and",69,4
952,"the standing bus at the Place de la Contrescarpe, then turned onto the",70,4
953,cobbles of the Rue Mouffetard. There were lighted bars and late open,68,4
954,shops on each side of the street. We were sitting apart and we jolted,69,4
955,close together going down the old street. Brett’s hat was off. Her head,71,4
956,"was back. I saw her face in the lights from the open shops, then it was",71,4
957,"dark, then I saw her face clearly as we came out on the Avenue des",66,4
958,Gobelins. The street was torn up and men were working on the car-tracks,71,4
959,by the light of acetylene flares. Brett’s face was white and the long,69,4
960,line of her neck showed in the bright light of the flares. The street,69,4
961,was dark again and I kissed her. Our lips were tight together and then,70,4
962,"she turned away and pressed against the corner of the seat, as far away",71,4
963,as she could get. Her head was down.,36,4
964,,0,4
965,"“Don’t touch me,” she said. “Please don’t touch me.”",52,4
966,,0,4
967,“What’s the matter?”,20,4
968,,0,4
969,“I can’t stand it.”,19,4
970,,0,4
971,"“Oh, Brett.”",12,4
972,,0,4
973,"“You mustn’t. You must know. I can’t stand it, that’s all. Oh, darling,",71,4
974,please understand!”,19,4
975,,0,4
976,“Don’t you love me?”,20,4
977,,0,4
978,“Love you? I simply turn all to jelly when you touch me.”,57,4
979,,0,4
980,“Isn’t there anything we can do about it?”,42,4
981,,0,4
982,She was sitting up now. My arm was around her and she was leaning back,70,4
983,"against me, and we were quite calm. She was looking into my eyes with",69,4
984,that way she had of looking that made you wonder whether she really saw,71,4
985,out of her own eyes. They would look on and on after every one else’s,69,4
986,eyes in the world would have stopped looking. She looked as though there,72,4
987,"were nothing on earth she would not look at like that, and really she",69,4
988,was afraid of so many things.,29,4
989,,0,4
990,"“And there’s not a damn thing we could do,” I said.",51,4
991,,0,4
992,"“I don’t know,” she said. “I don’t want to go through that hell again.”",71,4
993,,0,4
994,“We’d better keep away from each other.”,40,4
995,,0,4
996,"“But, darling, I have to see you. It isn’t all that you know.”",62,4
997,,0,4
998,"“No, but it always gets to be.”",31,4
999,,0,4
1000,"“That’s my fault. Don’t we pay for all the things we do, though?”",65,4
1001,,0,4
1002,She had been looking into my eyes all the time. Her eyes had different,70,4
1003,"depths, sometimes they seemed perfectly flat. Now you could see all the",71,4
1004,way into them.,14,4
1005,,0,4
1006,“When I think of the hell I’ve put chaps through. I’m paying for it all,71,4
1007,now.”,5,4
1008,,0,4
1009,"“Don’t talk like a fool,” I said. “Besides, what happened to me is",66,4
1010,supposed to be funny. I never think about it.”,46,4
1011,,0,4
1012,"“Oh, no. I’ll lay you don’t.”",29,4
1013,,0,4
1014,"“Well, let’s shut up about it.”",31,4
1015,,0,4
1016,"“I laughed about it too, myself, once.” She wasn’t looking at me. “A",68,4
1017,friend of my brother’s came home that way from Mons. It seemed like a,69,4
1018,"hell of a joke. Chaps never know anything, do they?”",52,4
1019,,0,4
1020,"“No,” I said. “Nobody ever knows anything.”",43,4
1021,,0,4
1022,I was pretty well through with the subject. At one time or another I had,72,4
1023,"probably considered it from most of its various angles, including the",69,4
1024,one that certain injuries or imperfections are a subject of merriment,69,4
1025,while remaining quite serious for the person possessing them.,61,4
1026,,0,4
1027,"“It’s funny,” I said. “It’s very funny. And it’s a lot of fun, too, to",70,4
1028,be in love.”,12,4
1029,,0,4
1030,“Do you think so?” her eyes looked flat again.,46,4
1031,,0,4
1032,“I don’t mean fun that way. In a way it’s an enjoyable feeling.”,64,4
1033,,0,4
1034,"“No,” she said. “I think it’s hell on earth.”",45,4
1035,,0,4
1036,“It’s good to see each other.”,30,4
1037,,0,4
1038,“No. I don’t think it is.”,26,4
1039,,0,4
1040,“Don’t you want to?”,20,4
1041,,0,4
1042,“I have to.”,12,4
1043,,0,4
1044,We were sitting now like two strangers. On the right was the Parc,65,4
1045,Montsouris. The restaurant where they have the pool of live trout and,69,4
1046,where you can sit and look out over the park was closed and dark. The,69,4
1047,driver leaned his head around.,30,4
1048,,0,4
1049,“Where do you want to go?” I asked. Brett turned her head away.,63,4
1050,,0,4
1051,"“Oh, go to the Select.”",23,4
1052,,0,4
1053,"“Café Select,” I told the driver. “Boulevard Montparnasse.” We drove",68,4
1054,"straight down, turning around the Lion de Belfort that guards the",65,4
