chap_num,para_num,para_str
4,38,"When the taxi stopped I got out and paid. Brett came out putting on her hat. She gave me her hand as she stepped down. Her hand was shaky. “I say, do I look too much of a mess?” She pulled her man’s felt hat down and started in for the bar. Inside, against the bar and at tables, were most of the crowd who a been at the dance."
4,39,"“Hello, you chaps,” Brett said. “I’m going to have a drink.”"
4,40,"“Oh, Brett! Brett!” the little Greek portrait-painter, who called himself a duke, and whom everybody called Zizi, pushed up to her. “I got something fine to tell you.”"
4,41,"“Hello, Zizi,” Brett said."
4,42,"“I want you to meet a friend,” Zizi said. A fat man came up."
4,43,"“Count Mippipopolous, meet my friend Lady Ashley.”"
4,44,“How do you do?” said Brett.
4,45,"“Well, does your Ladyship have a good time here in Paris?” asked Count Mippipopolous, who wore an elk’s tooth on his watch-chain."
4,46,"“Rather,” said Brett."
4,47,"“Paris is a fine town all right,” said the count. “But I guess you have pretty big doings yourself over in London.”"
4,48,"“Oh, yes,” said Brett. “Enormous.”"
4,49,"Braddocks called to me from a table. “Barnes,” he said, “have a drink. That girl of yours got in a frightful row.”"
4,50,“What about?”
4,51,"“Something the patronne’s daughter said. A corking row. She was rather splendid, you know. Showed her yellow card and demanded the patronne’s daughter’s too. I say it was a row.”"
4,52,“What finally happened?”
4,53,"“Oh, some one took her home. Not a bad-looking girl. Wonderful command of the idiom. Do stay and have a drink.”"
4,54,"“No,” I said. “I must shove off. Seen Cohn?”"
4,55,"“He went home with Frances,” Mrs. Braddock put in."
4,56,"“Poor chap, he looks awfully down,” Braddocks said."
4,57,"“I dare say he is,” said Mrs. Braddocks."
4,58,"“I have to shove off,” I said. “Good night.”"
4,59,"I said good night to Brett at the bar. The count was buying champagne. “Will you take a glass of wine with us, sir?” he asked."
4,60,“No. Thanks awfully. I have to go.”
4,61,“Really going?” Brett asked.
4,62,"“Yes,” I said. “I’ve got a rotten headache.”"
4,63,“I’ll see you to-morrow?”
4,64,“Come in at the office.”
4,65,“Hardly.”
4,66,"“Well, where will I see you?”"
4,67,“Anywhere around five o’clock.”
4,68,“Make it the other side of town then.”
4,69,“Good. I’ll be at the Crillon at five.”
4,70,"“Try and be there,” I said."
4,71,"“Don’t worry,” Brett said. “I’ve never let you down, have I?”"
4,72,“Heard from Mike?”
4,73,“Letter to-day.”
4,74,"“Good night, sir,” said the count."
4,75,"I went out onto the sidewalk and walked down toward the Boulevard St. Michel, passed the tables of the Rotonde, still crowded, looked across the street at the Dome, its tables running out to the edge of the pavement. Some one waved at me from a table, I did not see who it was and went on. I wanted to get home. The Boulevard Montparnasse was deserted. Lavigne’s was closed tight, and they were stacking the tables outside the Closerie des Lilas. I passed Ney’s statue standing among the new-leaved chestnut-trees in the arc-light. There was a faded purple wreath leaning against the base. I stopped and read the inscription: from the Bonapartist Groups, some date; I forget. He looked very fine, Marshal Ney in his top-boots, gesturing with his sword among the green new horse-chestnut leaves. My flat was just across the street, a little way down the Boulevard St. Michel."
4,76,"There was a light in the concierge’s room and I knocked on the door and she gave me my mail. I wished her good night and went up-stairs. There were two letters and some papers. I looked at them under the gas-light in the dining-room. The letters were from the States. One was a bank statement. It showed a balance of $2432.60. I got out my check-book and deducted four checks drawn since the first of the month, and discovered I had a balance of $1832.60. I wrote this on the back of the statement. The other letter was a wedding announcement. Mr. and Mrs. Aloysius Kirby announce the marriage of their daughter Katherine—I knew neither the girl nor the man she was marrying. They must be circularizing the town. It was a funny name. I felt sure I could remember anybody with a name like Aloysius. It was a good Catholic name. There was a crest on the announcement. Like Zizi the Greek duke. And that count. The count was funny. Brett had a title, too. Lady Ashley. To hell with Brett. To hell with you, Lady Ashley."
4,77,"I lit the lamp beside the bed, turned off the gas, and opened the wide windows. The bed was far back from the windows, and I sat with the windows open and undressed by the bed. Outside a night train, running on the street-car tracks, went by carrying vegetables to the markets. They were noisy at night when you could not sleep. Undressing, I looked at myself in the mirror of the big armoire beside the bed. That was a typically French way to furnish a room. Practical, too, I suppose. Of all the ways to be wounded. I suppose it was funny. I put on my pajamas and got into bed. I had the two bull-fight papers, and I took their wrappers off. One was orange. The other yellow. They would both have the same news, so whichever I read first would spoil the other. _Le Toril_ was the better paper, so I started to read it. I read it all the way through, including the Petite Correspondance and the Cornigrams. I blew out the lamp. Perhaps I would be able to sleep."
4,78,"My head started to work. The old grievance. Well, it was a rotten way to be wounded and flying on a joke front like the Italian. In the Italian hospital we were going to form a society. It had a funny name in Italian. I wonder what became of the others, the Italians. That was in the Ospedale Maggiore in Milano, Padiglione Ponte. The next building was the Padiglione Zonda. There was a statue of Ponte, or maybe it was Zonda. That was where the liaison colonel came to visit me. That was funny. That was about the first funny thing. I was all bandaged up. But they had told him about it. Then he made that wonderful speech: “You, a foreigner, an Englishman” (any foreigner was an Englishman) “have given more than your life.” What a speech! I would like to have it illuminated to hang in the office. He never laughed. He was putting himself in my place, I guess. “Che mala fortuna! Che mala fortuna!”"
4,79,"I never used to realize it, I guess. I try and play it along and just not make trouble for people. Probably I never would have had any trouble if I hadn’t run into Brett when they shipped me to England. I suppose she only wanted what she couldn’t have. Well, people were that way. To hell with people. The Catholic Church had an awfully good way of handling all that. Good advice, anyway. Not to think about it. Oh, it was swell advice. Try and take it sometime. Try and take it."
4,80,"I lay awake thinking and my mind jumping around. Then I couldn’t keep away from it, and I started to think about Brett and all the rest of it went away. I was thinking about Brett and my mind stopped jumping around and started to go in sort of smooth waves. Then all of a sudden I started to cry. Then after a while it was better and I lay in bed and listened to the heavy trams go by and way down the street, and then I went to sleep."
